state,state_ansi,county,county_ansi,ag_district,ag_district_code,year,acres_harvested,acres_planted,production_bu,yield_bu_ac,is_county_estimate
MINNESOTA,27,BENTON,009,CENTRAL,50,1984,5700.0,5800.0,125400.0,22.0,1
MINNESOTA,27,BENTON,009,CENTRAL,50,1985,5400.0,5600.0,156600.0,29.0,1
MINNESOTA,27,BENTON,009,CENTRAL,50,1986,6800.0,7300.0,204000.0,30.0,1
MINNESOTA,27,BENTON,009,CENTRAL,50,1987,5700.0,5800.0,176700.0,31.0,1
MINNESOTA,27,BENTON,009,CENTRAL,50,1988,7300.0,7500.0,153300.0,21.0,1
MINNESOTA,27,BENTON,009,CENTRAL,50,1989,8600.0,8800.0,189200.0,22.0,1
MINNESOTA,27,BENTON,009,CENTRAL,50,1990,10500.0,10700.0,325500.0,31.0,1
MINNESOTA,27,BENTON,009,CENTRAL,50,1991,9800.0,10000.0,284200.0,29.0,1
MINNESOTA,27,BENTON,009,CENTRAL,50,1992,11400.0,12100.0,228000.0,20.0,1
MINNESOTA,27,BENTON,009,CENTRAL,50,1993,9200.0,9400.0,257600.0,28.0,1
MINNESOTA,27,BENTON,009,CENTRAL,50,1994,12700.0,12800.0,444500.0,35.0,1
MINNESOTA,27,BENTON,009,CENTRAL,50,1995,13100.0,13300.0,445400.0,34.0,1
MINNESOTA,27,BENTON,009,CENTRAL,50,1996,14000.0,14300.0,378000.0,27.0,1
MINNESOTA,27,BENTON,009,CENTRAL,50,1997,17000.0,17400.0,595000.0,35.0,1
MINNESOTA,27,BENTON,009,CENTRAL,50,1998,17700.0,17900.0,654900.0,37.0,1
MINNESOTA,27,BENTON,009,CENTRAL,50,1999,19500.0,19700.0,780000.0,40.0,1
MINNESOTA,27,BENTON,009,CENTRAL,50,2000,25000.0,25600.0,825000.0,33.0,1
MINNESOTA,27,BENTON,009,CENTRAL,50,2001,18000.0,19000.0,450000.0,25.0,1
MINNESOTA,27,BENTON,009,CENTRAL,50,2002,24900.0,25400.0,946200.0,38.0,1
MINNESOTA,27,BENTON,009,CENTRAL,50,2003,30000.0,30300.0,720000.0,24.0,1
MINNESOTA,27,BENTON,009,CENTRAL,50,2004,30000.0,30200.0,900000.0,30.0,1
MINNESOTA,27,BENTON,009,CENTRAL,50,2005,21100.0,21800.0,738500.0,35.0,1
MINNESOTA,27,BENTON,009,CENTRAL,50,2006,31400.0,31800.0,1099000.0,35.0,1
