county_ansi,year,pcp_win,pcp_prevND,tmin04,tmin05,tmin09,tmin10,tmax07,tmax08,tmax_jja,pdsi06,pdsi07,pdsi08,pdsi_jja,pdsi_may,zndx07,zndx08,zndx_jja
001,2010,4.61,3.93,43.2,48.2,52.4,39.8,84.2,85.2,83.89999999999999,5.62,6.22,5.99,5.9433333333333325,3.73,3.56,1.22,3.866666666666667
001,2011,2.75,2.58,37.6,47.2,47.4,38.8,88.2,83.3,83.89999999999999,4.25,-0.59,0.62,1.4266666666666667,3.95,-1.77,1.87,0.7433333333333333
001,2012,4.14,4.04,41.6,52.9,47.9,36.3,93.6,85.8,87.53333333333335,-1.53,-2.59,-2.93,-2.35,-1.08,-3.66,-1.82,-2.3866666666666667
001,2013,3.4800000000000004,2.27,32.6,48.5,55.3,38.6,83.6,84.9,82.46666666666667,-0.01,-0.75,-1.72,-0.8266666666666667,2.26,-2.23,-3.14,-1.7966666666666669
001,2014,2.41,1.5699999999999998,36.3,48.8,51.9,40.5,80.2,80.1,80.23333333333333,2.08,1.65,3.41,2.3800000000000003,0.28,-0.65,5.8,3.5499999999999994
001,2015,2.44,1.31,40.4,49.7,57.7,42.0,82.5,79.5,80.60000000000001,3.23,4.07,4.63,3.9766666666666666,2.82,3.52,2.94,2.8533333333333335
001,2016,7.619999999999999,9.98,39.2,48.3,57.0,44.1,82.9,81.9,83.63333333333334,2.85,3.09,3.77,3.2366666666666664,4.52,1.6,2.98,0.32666666666666666
001,2017,3.55,2.41,41.4,47.8,55.2,42.8,87.2,79.9,83.60000000000001,2.36,1.28,1.46,1.7,3.03,-2.51,0.95,-0.8799999999999999
001,2018,2.4000000000000004,0.67,29.4,55.4,56.2,37.2,84.6,83.2,83.69999999999999,0.67,0.36,0.73,0.5866666666666667,-0.85,-0.73,1.22,0.8366666666666666
001,2019,4.95,3.3899999999999997,38.3,46.8,58.3,36.4,85.2,79.6,81.4,3.04,2.21,2.67,2.64,3.75,-1.56,2.06,-0.1499999999999999
001,2020,2.07,1.51,34.4,48.1,50.3,34.8,85.8,84.5,84.86666666666666,-1.07,-1.36,-2.36,-1.5966666666666667,-0.21,-1.2,-3.42,-2.4266666666666667
001,2021,3.29,3.2800000000000002,36.8,48.4,52.3,42.8,83.7,84.4,84.23333333333333,-2.04,-1.06,-1.11,-1.4033333333333333,-1.98,2.3,-0.48,0.3499999999999999
001,2022,1.5899999999999999,1.77,31.6,50.4,52.0,34.5,86.3,85.8,85.63333333333333,-0.56,-0.98,-1.22,-0.9199999999999999,1.06,-1.43,-1.01,-1.3733333333333333
001,2023,6.4,3.0999999999999996,36.5,49.0,53.5,42.0,82.9,83.1,83.26666666666667,-1.26,-1.49,-1.29,-1.3466666666666667,-0.78,-1.09,0.15,-0.8733333333333334
001,2024,3.64,2.06,39.2,49.9,52.2,42.3,83.0,82.2,83.13333333333333,-0.44,0.29,0.37,0.07333333333333332,1.4,0.86,0.33,-0.040000000000000015
