model,member,scenario,horizon,year_start,year_end,fips5,month,d_tas_C,d_tasmax_C,pr_ratio,d_hurs_pct
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,19151,1,1.803820562715544,1.2932318541548398,0.9978891443691698,0.4362055763416208
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,19161,1,1.7358133642125608,1.3035713844524253,0.9686341208695056,0.2969699228103764
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,19169,1,1.62623767875084,1.2587674842379215,0.9843455250256348,0.3573371138563885
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,19175,1,1.560040767333987,1.3104044089518538,0.9283799501328928,0.0063771158544909
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,19181,1,1.5571546155944702,1.2838947223236232,0.9525755408216572,0.2205819829181621
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,19195,1,1.743752151635363,1.2916745313880256,1.004564367774312,-0.0737594444883171
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,19001,1,1.6020597703609385,1.3041963029801875,0.9280325875534552,0.0177804286880558
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,19053,1,1.426483694194303,1.30721941941772,0.9246106478907422,-0.0540322295406952
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,19061,1,1.3665495638449556,1.1742050524181875,1.0164366776360985,0.8273134398515083
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,19069,1,1.6687535762652033,1.2247243865131736,1.0167557610889866,0.4928106994837691
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,19075,1,1.5340647871857414,1.2065644294982008,1.0040058259862183,0.465057440083612
INM-CM5-0,r1i1p1f1,ssp245,mid_century,2040,2069,19077,1,1.665711094614835,1.2998285696075982,0.9483091931270096,0.1344372624287473
